화약,뇌관,SR SD,CR SD,최대입자속도
에멀젼C,비전기,29.18,31.64,0.146
에멀젼C,비전기,37.19,38.85,0.152
에멀젼C,비전기,51.92,57.66,0.063
에멀젼C,비전기,63.26,64.52,0.08
에멀젼C,비전기,63.17,64.42,0.07400000000000001
에멀젼C,비전기,63.26,64.52,0.055999999999999994
에멀젼C,비전기,62.89,64.13,0.077
에멀젼C,비전기,80.75,86.4,0.038
에멀젼C,비전기,92.21,94.03,0.034
에멀젼C,비전기,92.3,94.13,0.036000000000000004
에멀젼C,비전기,96.45,98.36,0.034
에멀젼C,비전기,119.05,113.48,0.024
에멀젼C,비전기,105.25,112.6,0.025
에멀젼C,비전기,208.7,177.22,0.018000000000000002
에멀젼C,비전기,152.65,145.5,0.015
에멀젼C,비전기,146.65,139.78,0.019
에멀젼C,비전기,147.57,140.66,0.018000000000000002
에멀젼C,비전기,131.86,141.08,0.018000000000000002
에멀젼C,비전기,188.22,179.4,0.016
에멀젼C,비전기,188.33,179.51,0.017
에멀젼C,비전기,187.29,178.52,0.019
에멀젼C,비전기,188.22,179.4,0.016
에멀젼C,비전기,261.89,249.63,0.009000000000000001
에멀젼C,비전기,262.58,250.29,0.008
에멀젼C,비전기,214.02,218.26,0.008
에멀젼C,비전기,213.64,217.88,0.008
에멀젼C,비전기,215.34,219.61,0.006999999999999999
에멀젼C,비전기,33.39,35.73,0.151
에멀젼C,비전기,48.73,46.45,0.09
에멀젼C,비전기,53.17,47.37,0.09
에멀젼C,비전기,41.39,42.21,0.153
에멀젼C,비전기,39.41,40.19,0.142
에멀젼C,비전기,65.15,66.44,0.096
에멀젼C,비전기,83.25,79.36,0.065
에멀젼C,비전기,101.96,90.84,0.087
에멀젼C,비전기,103.66,92.35,0.039
에멀젼C,비전기,67.51,68.84,0.07
에멀젼C,비전기,92.96,94.8,0.031
에멀젼C,비전기,117.78,112.27,0.027000000000000003
에멀젼C,비전기,144.39,128.64,0.026000000000000002
에멀젼C,비전기,119.05,113.48,0.027999999999999997
에멀젼C,비전기,95.98,97.88,0.027999999999999997
에멀젼C,비전기,123.6,126.05,0.016
에멀젼C,비전기,188.37,167.82,0.013999999999999999
에멀젼C,비전기,123.6,126.05,0.023
에멀젼C,비전기,124.26,126.73,0.013000000000000001
에멀젼C,비전기,125.49,127.98,0.009000000000000001
에멀젼C,비전기,222.17,197.93,0.013000000000000001
에멀젼C,비전기,229.24,204.23,0.012
에멀젼C,비전기,151.23,154.22,0.026000000000000002
에멀젼C,비전기,153.21,156.24,0.017
에멀젼C,비전기,154.24,157.3,0.023
에멀젼C,비전기,47.47,64.69,0.11800000000000001
에멀젼C,비전기,40.07,57.79,0.122
에멀젼C,비전기,40.07,57.79,0.131
에멀젼C,비전기,40.03,57.74,0.258
에멀젼C,비전기,47.43,64.63,0.122
에멀젼C,비전기,59.29,80.79,0.10099999999999999
에멀젼C,비전기,59.29,80.79,0.109
에멀젼C,비전기,50.0,72.11,0.17600000000000002
에멀젼C,비전기,50.0,72.11,0.209
에멀젼C,비전기,59.29,80.79,0.13699999999999998
에멀젼C,비전기,111.8,135.72,0.039
에멀젼C,비전기,79.06,107.72,0.067
에멀젼C,비전기,66.67,96.15,0.105
에멀젼C,비전기,66.67,96.15,0.075
에멀젼C,비전기,79.06,107.72,0.096
에멀젼C,비전기,88.94,121.19,0.036000000000000004
에멀젼C,비전기,75.0,108.17,0.061
에멀젼C,비전기,88.94,121.19,0.04
에멀젼C,비전기,88.94,121.19,0.054000000000000006
에멀젼C,비전기,88.94,121.19,0.042
에멀젼C,비전기,98.82,134.65,0.02
에멀젼C,비전기,98.82,134.65,0.021
에멀젼C,비전기,83.33,120.19,0.076
에멀젼C,비전기,98.82,134.65,0.054000000000000006
에멀젼C,비전기,98.82,134.65,0.043
에멀젼C,비전기,118.59,161.58,0.022000000000000002
에멀젼C,비전기,100.0,144.22,0.054000000000000006
에멀젼C,비전기,100.0,144.22,0.045
에멀젼C,비전기,118.59,161.58,0.033
에멀젼C,비전기,118.59,161.58,0.039
에멀젼C,비전기,73.54,52.0,0.111
에멀젼C,비전기,70.71,50.0,0.076
에멀젼C,비전기,67.88,48.0,0.025
에멀젼C,비전기,76.37,54.0,0.059000000000000004
에멀젼C,비전기,84.85,60.0,0.055999999999999994
에멀젼C,비전기,82.02,58.0,0.046
에멀젼C,비전기,79.2,56.0,0.013999999999999999
에멀젼C,비전기,87.68,62.0,0.049
에멀젼C,비전기,113.14,80.0,0.040999999999999995
에멀젼C,비전기,110.31,78.0,0.032
에멀젼C,비전기,107.48,76.0,0.013999999999999999
에멀젼C,비전기,115.97,82.0,0.024
에멀젼C,비전기,155.56,110.0,0.037000000000000005
에멀젼C,비전기,152.74,108.0,0.022000000000000002
에멀젼C,비전기,149.91,106.0,0.013999999999999999
에멀젼C,비전기,183.85,130.0,0.025
에멀젼C,비전기,181.02,128.0,0.019
에멀젼C,비전기,178.19,126.0,0.011000000000000001
에멀젼C,비전기,186.68,132.0,0.018000000000000002
에멀젼C,비전기,101.82,72.0,0.043
에멀젼C,비전기,98.99,70.0,0.043
에멀젼C,비전기,96.17,68.0,0.019
에멀젼C,비전기,104.65,74.0,0.025
에멀젼C,비전기,30.4,24.13,0.22899999999999998
에멀젼C,비전기,30.4,24.13,0.317
에멀젼C,비전기,28.0,22.22,0.267
에멀젼C,비전기,28.0,22.22,0.305
에멀젼C,비전기,28.0,22.22,0.762
에멀젼C,비전기,28.0,22.22,0.698
에멀젼C,비전기,40.0,31.75,0.13699999999999998
에멀젼C,비전기,40.0,31.75,0.268
에멀젼C,비전기,38.0,30.16,0.24100000000000002
에멀젼C,비전기,38.0,30.16,0.243
에멀젼C,비전기,38.0,30.16,0.32899999999999996
에멀젼C,비전기,38.0,30.16,0.33
에멀젼C,비전기,50.0,39.69,0.11699999999999999
에멀젼C,비전기,50.0,39.69,0.151
에멀젼C,비전기,48.0,38.1,0.135
에멀젼C,비전기,48.0,38.1,0.129
에멀젼C,비전기,48.0,38.1,0.24
에멀젼C,비전기,48.0,38.1,0.221
에멀젼C,비전기,55.0,43.65,0.163
에멀젼C,비전기,55.0,43.65,0.038
에멀젼C,비전기,52.0,41.27,0.115
에멀젼C,비전기,52.0,41.27,0.109
에멀젼C,비전기,52.0,41.27,0.185
에멀젼C,비전기,52.0,41.27,0.24100000000000002
에멀젼C,비전기,59.0,46.83,0.14400000000000002
에멀젼C,비전기,59.0,46.83,0.054000000000000006
에멀젼C,비전기,56.0,44.45,0.122
에멀젼C,비전기,56.0,44.45,0.111
에멀젼C,비전기,56.0,44.45,0.163
에멀젼C,비전기,56.0,44.45,0.203
에멀젼C,비전기,101.4,80.48,0.023
에멀젼C,비전기,101.4,80.48,0.013000000000000001
에멀젼C,비전기,96.0,76.2,0.025
에멀젼C,비전기,96.0,76.2,0.038
에멀젼C,비전기,96.0,76.2,0.051
에멀젼C,비전기,96.0,76.2,0.08199999999999999
에멀젼C,비전기,106.6,84.61,0.027000000000000003
에멀젼C,비전기,106.6,84.61,0.021
에멀젼C,비전기,104.0,82.54,0.032
에멀젼C,비전기,104.0,82.54,0.035
에멀젼C,비전기,104.0,82.54,0.038
에멀젼C,비전기,104.0,82.54,0.048
에멀젼C,비전기,129.0,102.39,0.019
에멀젼C,비전기,129.0,102.39,0.011000000000000001
에멀젼C,비전기,126.0,100.01,0.021
에멀젼C,비전기,126.0,100.01,0.024
에멀젼C,비전기,126.0,100.01,0.03
에멀젼C,비전기,126.0,100.01,0.028999999999999998
에멀젼C,비전기,29.02,25.63,0.252
에멀젼C,비전기,21.94,20.91,0.37200000000000005
에멀젼C,비전기,29.7,26.46,0.18899999999999997
에멀젼C,비전기,36.27,32.04,0.44
에멀젼C,비전기,27.71,26.42,0.613
에멀젼C,비전기,36.77,32.76,0.377
에멀젼C,비전기,58.04,51.27,0.1
에멀젼C,비전기,45.03,42.93,0.134
에멀젼C,비전기,57.98,51.66,0.07200000000000001
에멀젼C,비전기,71.1,62.8,0.09300000000000001
에멀젼C,비전기,55.43,52.83,0.08800000000000001
에멀젼C,비전기,70.71,63.0,0.042
에멀젼C,비전기,74.0,65.36,0.08199999999999999
에멀젼C,비전기,57.74,55.03,0.067
에멀젼C,비전기,73.54,65.52,0.042
에멀젼C,비전기,72.55,64.08,0.09300000000000001
에멀젼C,비전기,56.58,53.93,0.11
에멀젼C,비전기,72.12,64.26,0.07400000000000001
에멀젼C,비전기,87.06,76.9,0.084
에멀젼C,비전기,68.13,64.94,0.134
에멀젼C,비전기,86.27,76.86,0.07
에멀젼C,비전기,101.57,89.72,0.086
에멀젼C,비전기,79.67,75.94,0.09300000000000001
에멀젼C,비전기,100.41,89.45,0.055999999999999994
에멀젼C,비전기,116.08,102.53,0.044000000000000004
에멀젼C,비전기,91.22,86.95,0.052000000000000005
에멀젼C,비전기,114.55,102.05,0.023
에멀젼C,비전기,145.1,128.16,0.055999999999999994
에멀젼C,비전기,114.32,108.96,0.08900000000000001
에멀젼C,비전기,142.84,127.25,0.025
에멀젼C,비전기,271.33,239.67,0.015
에멀젼C,비전기,214.77,204.72,0.012
에멀젼C,비전기,265.87,236.87,0.006999999999999999
에멀젼C,비전기,30.89,27.33,2.16
에멀젼C,비전기,30.04,25.79,2.93
에멀젼C,비전기,34.93,30.91,1.071
에멀젼C,비전기,47.78,42.27,0.266
에멀젼C,비전기,52.34,44.92,0.447
에멀젼C,비전기,48.21,42.66,0.325
에멀젼C,비전기,70.58,62.45,0.098
에멀젼C,비전기,77.32,66.37,0.127
에멀젼C,비전기,71.01,62.84,0.078
에멀젼C,비전기,96.42,85.32,0.076
에멀젼C,비전기,105.62,90.66,0.081
에멀젼C,비전기,96.71,85.57,0.081
에멀젼C,비전기,187.35,165.78,0.017
에멀젼C,비전기,205.55,176.44,0.019
에멀젼C,비전기,187.21,165.65,0.012
에멀젼C,비전기,217.37,192.34,0.017
에멀젼C,비전기,238.44,204.67,0.017
에멀젼C,비전기,217.23,192.22,0.013000000000000001
에멀젼C,비전기,236.42,209.2,0.012
에멀젼C,비전기,259.15,222.45,0.009000000000000001
에멀젼C,비전기,236.14,208.95,0.009000000000000001
에멀젼C,비전기,261.68,231.55,0.013999999999999999
에멀젼C,비전기,287.13,246.47,0.017
에멀젼C,비전기,261.54,231.43,0.017
에멀젼C,비전기,279.29,247.13,0.034
에멀젼C,비전기,306.42,263.03,0.034
에멀젼C,비전기,279.0,246.88,0.034
에멀젼C,비전기,58.75,51.98,0.12
에멀젼C,비전기,62.61,53.75,0.271
에멀젼C,비전기,60.48,53.51,0.129
에멀젼C,비전기,205.54,181.87,0.044000000000000004
에멀젼C,비전기,224.21,192.45,0.024
에멀젼C,비전기,206.26,182.51,0.02
에멀젼C,비전기,17.8,18.47,2.175
에멀젼C,비전기,75.76,78.63,0.023
에멀젼C,비전기,69.59,72.22,0.054000000000000006
에멀젼C,비전기,16.1,16.71,1.9880000000000002
에멀젼C,비전기,36.4,37.78,0.24600000000000002
에멀젼C,비전기,47.76,49.57,0.132
에멀젼C,비전기,76.92,79.84,0.168
에멀젼C,비전기,84.61,87.82,0.07200000000000001
에멀젼C,비전기,89.8,93.2,0.1
에멀젼C,비전기,98.57,102.3,0.059000000000000004
에멀젼C,비전기,138.73,143.98,0.042
에멀젼C,비전기,20.66,23.9,0.552
에멀젼C,비전기,24.51,26.5,0.514
에멀젼C,비전기,23.72,25.65,0.502
에멀젼C,비전기,20.66,23.9,1.092
에멀젼C,비전기,26.52,27.63,0.495
에멀젼C,비전기,32.5,38.01,0.248
에멀젼C,비전기,32.92,38.09,0.28600000000000003
에멀젼C,비전기,32.27,37.35,0.26
에멀젼C,비전기,30.8,36.68,0.21
에멀젼C,비전기,31.88,37.28,0.22899999999999998
에멀젼C,비전기,45.18,52.28,0.244
에멀젼C,비전기,45.83,53.03,0.23399999999999999
에멀젼C,비전기,63.64,66.31,0.156
에멀젼C,비전기,42.65,50.78,0.166
에멀젼C,비전기,44.69,52.27,0.17300000000000001
에멀젼C,비전기,54.87,63.49,0.237
에멀젼C,비전기,56.16,64.98,0.195
에멀젼C,비전기,51.53,61.36,0.19
에멀젼C,비전기,53.75,62.87,0.22
에멀젼C,비전기,54.38,63.6,0.22
에멀젼C,비전기,65.63,76.76,0.129
에멀젼C,비전기,66.88,78.22,0.129
에멀젼C,비전기,83.8,90.63,0.12
에멀젼C,비전기,62.79,74.76,0.134
에멀젼C,비전기,66.88,78.22,0.1
에멀젼C,비전기,85.63,100.15,0.028999999999999998
에멀젼C,비전기,80.56,95.92,0.028999999999999998
에멀젼C,비전기,85.63,100.15,0.034
에멀젼C,비전기,84.38,98.69,0.044000000000000004
에멀젼C,비전기,121.09,126.18,0.032
에멀젼C,비전기,101.25,118.42,0.013000000000000001
에멀젼C,비전기,101.25,118.42,0.013000000000000001
에멀젼C,비전기,128.07,138.51,0.011000000000000001
에멀젼C,비전기,103.93,120.25,0.013000000000000001
에멀젼C,비전기,101.25,118.42,0.01
에멀젼C,비전기,95.6,110.62,0.087
에멀젼C,비전기,95.6,110.62,0.067
에멀젼C,비전기,87.73,104.46,0.07
에멀젼C,비전기,91.25,106.73,0.059000000000000004
에멀젼C,비전기,91.88,107.46,0.09
에멀젼C,비전기,61.24,65.52,0.375
에멀젼C,비전기,55.5,61.63,0.442
에멀젼C,비전기,55.87,62.04,0.409
에멀젼C,비전기,48.07,56.0,0.409
에멀젼C,비전기,49.14,57.25,0.342
에멀젼C,비전기,83.94,89.8,0.10800000000000001
에멀젼C,비전기,74.49,82.72,0.159
에멀젼C,비전기,74.49,82.72,0.146
에멀젼C,비전기,63.88,74.42,0.203
에멀젼C,비전기,58.77,70.58,0.165
에멀젼C,비전기,104.18,111.47,0.083
에멀젼C,비전기,92.02,102.18,0.114
에멀젼C,비전기,92.75,102.99,0.114
에멀젼C,비전기,91.29,101.37,0.127
에멀젼C,비전기,80.51,93.8,0.102
에멀젼C,비전기,124.11,132.78,0.046
에멀젼C,비전기,96.51,112.44,0.055999999999999994
에멀젼C,비전기,95.5,111.26,0.075
에멀젼C,비전기,88.1,105.81,0.044000000000000004
에멀젼C,비전기,107.9,121.12,0.044000000000000004
에멀젼C,비전기,145.01,155.15,0.03
에멀젼C,비전기,144.52,154.62,0.03
에멀젼C,비전기,127.8,141.92,0.054000000000000006
에멀젼C,비전기,128.53,142.73,0.043
에멀젼C,비전기,111.63,130.05,0.037000000000000005
에멀젼C,비전기,115.97,130.17,0.084
에멀젼C,비전기,141.15,148.39,0.084
에멀젼C,비전기,120.43,133.73,0.057
에멀젼C,비전기,147.13,152.71,0.06
에멀젼C,비전기,133.09,142.39,0.087
에멀젼C,비전기,163.3,174.72,0.064
에멀젼C,비전기,145.33,161.38,0.079
에멀젼C,비전기,141.42,158.74,0.019
에멀젼C,비전기,156.5,169.69,0.022000000000000002
에멀젼C,비전기,156.5,169.69,0.022000000000000002
에멀젼C,비전기,225.35,241.11,0.016
에멀젼C,비전기,226.82,242.68,0.011000000000000001
에멀젼C,비전기,226.82,242.68,0.008
에멀젼C,비전기,226.17,241.98,0.011000000000000001
에멀젼C,비전기,226.17,241.98,0.013000000000000001
에멀젼C,비전기,35.36,42.17,0.40399999999999997
에멀젼C,비전기,38.08,44.07,0.24600000000000002
에멀젼C,비전기,48.33,51.36,0.256
에멀젼C,비전기,44.02,49.08,0.368
에멀젼C,비전기,41.25,49.2,0.302
에멀젼C,비전기,44.54,51.54,0.14800000000000002
에멀젼C,비전기,56.67,60.22,0.09699999999999999
에멀젼C,비전기,51.24,57.12,0.263
에멀젼C,비전기,47.14,56.23,0.177
에멀젼C,비전기,50.99,59.01,0.154
에멀젼C,비전기,65.0,69.07,0.16399999999999998
에멀젼C,비전기,58.46,65.17,0.154
에멀젼C,비전기,53.03,63.26,0.136
에멀젼C,비전기,57.45,66.47,0.091
에멀젼C,비전기,73.33,77.93,0.10099999999999999
에멀젼C,비전기,65.67,73.22,0.083
에멀젼C,비전기,58.93,70.29,0.079
에멀젼C,비전기,63.9,73.94,0.069
에멀젼C,비전기,81.67,86.78,0.064
에멀젼C,비전기,72.89,81.26,0.069
에멀젼C,비전기,176.78,210.86,0.032
에멀젼C,비전기,193.0,223.32,0.038
에멀젼C,비전기,248.33,263.89,0.024
에멀젼C,비전기,217.23,242.18,0.02
에멀젼C,비전기,73.7,77.29,0.15
에멀젼C,비전기,71.1,74.56,0.15
에멀젼C,비전기,65.03,68.2,0.12
에멀젼C,비전기,65.9,69.11,0.15
에멀젼C,비전기,66.77,70.02,0.12
에멀젼C,비전기,52.89,55.47,0.102
에멀젼C,비전기,52.03,54.56,0.1
에멀젼C,비전기,52.03,54.56,0.12
에멀젼C,비전기,58.96,61.83,0.12
에멀젼C,비전기,62.43,65.47,0.1
에멀젼C,비전기,56.36,59.11,0.1
에멀젼C,비전기,52.89,55.47,0.1
에멀젼C,비전기,82.71,61.5,0.35
에멀젼C,비전기,72.98,54.26,0.66
에멀젼C,비전기,46.22,34.37,0.63
에멀젼C,비전기,34.06,25.32,1.19
에멀젼C,비전기,51.08,37.98,0.6
에멀젼C,비전기,82.71,61.5,0.1
에멀젼C,비전기,75.41,56.07,0.43
에멀젼C,비전기,72.98,54.26,0.6
에멀젼C,비전기,53.52,39.79,0.3
에멀젼C,비전기,38.92,28.94,0.96
에멀젼C,비전기,41.35,30.75,0.88
에멀젼C,비전기,51.08,37.98,0.295
에멀젼C,비전기,32.33,30.82,0.38
에멀젼C,비전기,39.84,37.97,0.17
에멀젼C,비전기,35.8,34.12,0.27
에멀젼C,비전기,34.06,32.47,0.22
에멀젼C,비전기,30.02,28.62,0.53
에멀젼C,비전기,45.03,42.93,0.1
에멀젼C,비전기,35.8,34.12,0.35
에멀젼C,비전기,40.41,38.52,0.68
에멀젼C,비전기,32.91,31.37,0.4
에멀젼C,비전기,37.41,35.66,0.38
에멀젼C,비전기,40.76,38.85,0.27
에멀젼C,비전기,28.87,27.52,0.764
에멀젼C,비전기,31.18,29.72,0.721
에멀젼C,비전기,32.91,31.37,0.22
에멀젼C,비전기,32.33,30.82,0.12
에멀젼C,비전기,29.44,28.07,0.3
에멀젼C,비전기,27.14,25.87,0.43
에멀젼C,비전기,25.4,24.21,0.5
에멀젼C,비전기,41.34,39.4,0.3
에멀젼C,비전기,42.95,40.94,0.48
에멀젼C,비전기,46.19,44.03,0.38
에멀젼C,비전기,49.77,47.44,0.12
에멀젼C,비전기,27.71,26.42,0.34600000000000003
에멀젼C,비전기,25.4,24.21,0.603
에멀젼C,비전기,75.8,60.16,0.2
에멀젼C,비전기,69.4,55.08,0.25
에멀젼C,비전기,66.0,52.38,0.12
에멀젼C,비전기,49.99,41.45,0.12
에멀젼C,비전기,76.8,60.96,0.5
에멀젼C,비전기,56.14,50.02,0.12
에멀젼C,비전기,54.16,48.25,0.15
에멀젼C,비전기,46.53,41.45,0.22
에멀젼C,비전기,50.52,41.89,0.17
에멀젼C,비전기,47.01,38.98,0.191
에멀젼C,비전기,79.02,62.72,0.25
에멀젼C,비전기,89.6,71.12,0.2
에멀젼C,비전기,78.0,61.91,0.27
에멀젼C,비전기,83.6,66.35,0.27
에멀젼C,비전기,94.8,75.24,0.2
에멀젼C,비전기,76.8,60.96,0.33
에멀젼C,비전기,101.4,80.48,0.15
에멀젼C,비전기,97.42,77.32,0.25
에멀젼C,비전기,103.2,81.91,0.2
에멀젼C,비전기,105.0,83.34,0.2
